---,Name,Star,SemiMajorAu,Eccentricity,InclinationDeg,PeriodDays,RadiusEarth,MassEarth,EqTempK,DiscoveryYear
OGLE_2017_BLG_1275L_b,OGLE-2017-BLG-1275L b,OGLE_2017_BLG_1275L,2.09,0,90,-1,12.8,1875.19,-1,2024
OGLE_2017_BLG_1375L_b,OGLE-2017-BLG-1375L b,OGLE_2017_BLG_1375L,3.04,0,90,-1,12.4,3585,-1,2020
OGLE_2017_BLG_1434L_b,OGLE-2017-BLG-1434L b,OGLE_2017_BLG_1434L,1.18,0,90,-1,1.94,4.43,-1,2018
OGLE_2017_BLG_1522L_b,OGLE-2017-BLG-1522L b,OGLE_2017_BLG_1522L,0.59,0,90,-1,14,240,-1,2018
OGLE_2017_BLG_1691L_b,OGLE-2017-BLG-1691L b,OGLE_2017_BLG_1691L,2.41,0,90,-1,3.92,14.6201,-1,2022
OGLE_2017_BLG_1806L_b,OGLE-2017-BLG-1806L b,OGLE_2017_BLG_1806L,1.75,0,90,-1,2.15,5.27,-1,2023
OGLE_2018_BLG_0298L_b,OGLE-2018-BLG-0298L b,OGLE_2018_BLG_0298L,2.86,0,90,-1,7.56,44.496,-1,2022
OGLE_2018_BLG_0383L_b,OGLE-2018-BLG-0383L b,OGLE_2018_BLG_0383L,1.8,0,90,-1,2.41,6.4,-1,2022
OGLE_2018_BLG_0506L_b,OGLE-2018-BLG-0506L b,OGLE_2018_BLG_0506L,3,0,90,-1,4.18,16.3,-1,2022
OGLE_2018_BLG_0516L_b,OGLE-2018-BLG-0516L b,OGLE_2018_BLG_0516L,2.2,0,90,-1,4.73,20.1,-1,2022
OGLE_2018_BLG_0532L_b,OGLE-2018-BLG-0532L b,OGLE_2018_BLG_0532L,1.064,0,90,-1,2.37,6.228,-1,2020
OGLE_2018_BLG_0567L_b,OGLE-2018-BLG-0567L b,OGLE_2018_BLG_0567L,2.72,0,90,-1,12.3,101.705,-1,2021
OGLE_2018_BLG_0596L_b,OGLE-2018-BLG-0596L b,OGLE_2018_BLG_0596L,0.97,0,90,-1,3.81,13.93,-1,2019
OGLE_2018_BLG_0677L_b,OGLE-2018-BLG-0677L b,OGLE_2018_BLG_0677L,0.63,0,90,-1,1.82,3.96,-1,2020
OGLE_2018_BLG_0740L_b,OGLE-2018-BLG-0740L b,OGLE_2018_BLG_0740L,5,0,90,5480,12.9,1500,-1,2019
OGLE_2018_BLG_0799L_b,OGLE-2018-BLG-0799L b,OGLE_2018_BLG_0799L,1.28,0,90,-1,10.9,82.6354,-1,2022
OGLE_2018_BLG_0932L_b,OGLE-2018-BLG-0932L b,OGLE_2018_BLG_0932L,1.75,0,90,-1,13.9,282.867,-1,2022
OGLE_2018_BLG_0962L_b,OGLE-2018-BLG-0962L b,OGLE_2018_BLG_0962L,3.59,0,90,-1,13.6,425.89,-1,2021
OGLE_2018_BLG_0977L_b,OGLE-2018-BLG-0977L b,OGLE_2018_BLG_0977L,2,0,90,-1,2.41,6.4,-1,2022
OGLE_2018_BLG_1011L_c,OGLE-2018-BLG-1011L c,OGLE_2018_BLG_1011L,0.8,0,90,-1,13.2,890,-1,2019
OGLE_2018_BLG_1011L_b,OGLE-2018-BLG-1011L b,OGLE_2018_BLG_1011L,1.8,0,90,-1,13.5,570,-1,2019
OGLE_2018_BLG_1119L_b,OGLE-2018-BLG-1119L b,OGLE_2018_BLG_1119L,4.06,0,90,-1,13.9,289.224,-1,2022
OGLE_2018_BLG_1126L_b,OGLE-2018-BLG-1126L b,OGLE_2018_BLG_1126L,3.23,0,90,-1,4.41,17.7984,-1,2022
OGLE_2018_BLG_1185L_b,OGLE-2018-BLG-1185L b,OGLE_2018_BLG_1185L,1.54,0,90,-1,2.83,8.4,-1,2021
OGLE_2018_BLG_1212L_b,OGLE-2018-BLG-1212L b,OGLE_2018_BLG_1212L,1.68,0,90,-1,9.32,63.5657,-1,2022
OGLE_2018_BLG_1269L_b,OGLE-2018-BLG-1269L b,OGLE_2018_BLG_1269L,4.51,0,90,-1,14.1,210,-1,2020
OGLE_2018_BLG_1367L_b,OGLE-2018-BLG-1367L b,OGLE_2018_BLG_1367L,1.21,0,90,-1,13.8,301.937,-1,2022
OGLE_2018_BLG_1428L_b,OGLE-2018-BLG-1428L b,OGLE_2018_BLG_1428L,3.3,0,90,-1,14,240,-1,2021
OGLE_2018_BLG_1647L_b,OGLE-2018-BLG-1647L b,OGLE_2018_BLG_1647L,1.36,0,90,-1,13.8,308.294,-1,2022
OGLE_2018_BLG_1700L_b,OGLE-2018-BLG-1700L b,OGLE_2018_BLG_1700L,2.8,0,90,-1,12.9,1400,-1,2020
OGLE_2019_BLG_0249L_b,OGLE-2019-BLG-0249L b,OGLE_2019_BLG_0249L,1.84,0,90,-1,12.7,2262.94,-1,2023
OGLE_2019_BLG_0299L_b,OGLE-2019-BLG-0299L b,OGLE_2019_BLG_0299L,2.8,0,90,-1,12.7,1976.89,-1,2021
OGLE_2019_BLG_0304L_b,OGLE-2019-BLG-0304L b,OGLE_2019_BLG_0304L,1.23,0,90,-1,14.2,162.092,-1,2021
OGLE_2019_BLG_0362L_b,OGLE-2019-BLG-0362L b,OGLE_2019_BLG_0362L,2.18,0,90,-1,13.1,1036.12,-1,2022
OGLE_2019_BLG_0468L_c,OGLE-2019-BLG-0468L c,OGLE_2019_BLG_0468L,2.77,0,90,-1,12.5,3248.21,-1,2022
OGLE_2019_BLG_0468L_b,OGLE-2019-BLG-0468L b,OGLE_2019_BLG_0468L,3.29,0,90,-1,13.1,1090.15,-1,2022
OGLE_2019_BLG_0679L_b,OGLE-2019-BLG-0679L b,OGLE_2019_BLG_0679L,6.99,0,90,-1,13.1,1061.55,-1,2023
OGLE_2019_BLG_0954L_b,OGLE-2019-BLG-0954L b,OGLE_2019_BLG_0954L,2.65,0,90,-1,12.3,4513.16,-1,2021
OGLE_2019_BLG_0960L_b,OGLE-2019-BLG-0960L b,OGLE_2019_BLG_0960L,1.9,0,90,-1,1.39,2.5,-1,2021
OGLE_2019_BLG_1053L_b,OGLE-2019-BLG-1053L b,OGLE_2019_BLG_1053L,3.4,0,90,-1,1.38,2.48,-1,2021
OGLE_2019_BLG_1180L_b,OGLE-2019-BLG-1180L b,OGLE_2019_BLG_1180L,5.19,0,90,-1,13.5,555.246,-1,2023
OGLE_2019_BLG_1470L_AB_c,OGLE-2019-BLG-1470L AB c,OGLE_2019_BLG_1470L_A,3.2,0,90,-1,13.3,699.222,-1,2022
OGLE_2019_BLG_1492L_b,OGLE-2019-BLG-1492L b,OGLE_2019_BLG_1492L,2.7,0,90,-1,6.79,37.1,-1,2022
OGLE_2023_BLG_0766L_b,OGLE-2023-BLG-0766L b,OGLE_2023_BLG_0766L,2.5,0,90,-1,13.7,349.611,-1,2026
OGLE_2023_BLG_0836L_b,OGLE-2023-BLG-0836L b,OGLE_2023_BLG_0836L,3.7,0,90,-1,12.9,1385.73,-1,2024
OGLE_TR_10_b,OGLE-TR-10 b,OGLE_TR_10,0.0434,0,90,3.10128,14.011,197.046,1702,2004
OGLE_TR_111_b,OGLE-TR-111 b,OGLE_TR_111,0.0473,0,88.3,4.01445,11.422,174.799,1019,2004
OGLE_TR_113_b,OGLE-TR-113 b,OGLE_TR_113,0.02289,0,87.8,1.43248,12.251,400.449,1342,2004
OGLE_TR_132_b,OGLE-TR-132 b,OGLE_TR_132,0.03035,0.6,83.4,1.68987,13.45,375.02,2013,2004
OGLE_TR_182_b,OGLE-TR-182 b,OGLE_TR_182,0.051,0,85.7,3.9791,12.666,320.995,1550,2007
OGLE_TR_211_b,OGLE-TR-211 b,OGLE_TR_211,0.051,0,87.2,3.67724,15.244,327.351,1686,2007
OGLE_TR_56_b,OGLE-TR-56 b,OGLE_TR_56,0.02383,0,77.6,1.21192,15.278,441.77,2212,2002
OGLE2_TR_L9_b,OGLE2-TR-L9 b,OGLE2_TR_L9,0.0308,0,79.8,2.48553,18.046,1430.17,2034,2008
Oph_11_b,Oph 11 b,Oph_11,243,0,90,7.3e+06,12.3,4449.62,2175,2006
PDS_70_b,PDS 70 b,PDS_70,20.8,0.17,131,43500,21.9696,1017.05,1392,2018
PDS_70_c,PDS 70 c,PDS_70,34.3,0.037,130.5,-1,22.1938,2383.71,1054,2019
PH1_b,PH1 b,PH1,0.652,0.0702,90.05,138.317,6.18,169,481,2012
PH2_b,PH2 b,PH2,0.833,0.215,89.898,282.525,9.33708,87.085,295.1,2013
POTS_1_b,POTS-1 b,POTS_1,0.03734,0,88.06,3.16063,10.548,734.16,841.95,2013
PSR_B0329_54_b,PSR B0329+54 b,PSR_B0329_54,10.26,0.236,90,10140,1.22,1.97,-1,2017
PSR_B1257_12_b,PSR B1257+12 b,PSR_B1257_12,0.19,0,50,25.262,0.338,0.02,-1,1994
PSR_B1257_12_c,PSR B1257+12 c,PSR_B1257_12,0.36,0.0186,53,66.5419,1.91,4.3,-1,1992
PSR_B1257_12_d,PSR B1257+12 d,PSR_B1257_12,0.46,0.0264,47,98.2114,1.8,3.9,-1,1992
PSR_B1620_26_b,PSR B1620-26 b,PSR_B1620_26,23,0,90,-1,13.3,794.575,-1,2003
PSR_J1719_1438_b,PSR J1719-1438 b,PSR_J1719_1438,0.0044,0.06,90,0.0907063,-1,382.8,-1,2011
PSR_J2322_2650_b,PSR J2322-2650 b,PSR_J2322_2650,0.0102,0.0017,90,0.322964,13.9,252.643,-1,2017
PZ_Tel_b,PZ Tel b,PZ_Tel,27,0.52,91.73,44000,11.9,8581.37,53.77,2023
Pr0201_b,Pr0201 b,Pr0201,0.06,0,90,4.4264,14.2,171.628,1303.39,2012
Pr0211_b,Pr0211 b,Pr0211,0.03176,0.011,90,2.1461,13.4,597.52,1304.13,2012
Pr0211_c,Pr0211 c,Pr0211,5.5,0.71,90,4850,12.6,2475.9,99.1,2016
Proxima_Cen_d,Proxima Cen d,Proxima_Cen,0.02881,0,90,5.12338,0.692,0.26,282,2025
Proxima_Cen_b,Proxima Cen b,Proxima_Cen,0.04848,0,90,11.1846,1.02,1.055,218,2016
Qatar_1_b,Qatar-1 b,Qatar_1,0.02332,0,84.08,1.42002,12.8119,411.272,1418,2010
Qatar_10_b,Qatar-10 b,Qatar_10,0.0286,0,85.87,1.64532,17.2955,233.923,1955,2019
Qatar_2_b,Qatar-2 b,Qatar_2,0.02153,0,86.12,1.33712,14.056,792.635,1344,2011
Qatar_3_b,Qatar-3 b,Qatar_3,0.03783,0,86.8,2.50792,12.2851,1369.85,1681,2017
Qatar_4_b,Qatar-4 b,Qatar_4,0.02803,0,87.5,1.80536,12.7222,1938.76,1385,2017
Qatar_5_b,Qatar-5 b,Qatar_5,0.04127,0,88.74,2.87923,12.4084,1373.03,1415,2017
Qatar_6_b,Qatar-6 b,Qatar_6,0.0423,0,86.01,3.50619,11.904,212.31,1006,2017
Qatar_7_b,Qatar-7 b,Qatar_7,0.0352,0,89,2.03205,19.0553,597.52,2053,2019
Qatar_8_b,Qatar-8 b,Qatar_8,0.0474,0,89.29,3.71495,14.4036,117.915,1457,2019
Qatar_9_b,Qatar-9 b,Qatar_9,0.0234,0,89.23,1.54073,11.3099,378.218,1134,2019
ROXs_12_b,ROXs 12 b,ROXs_12,210,0.83,90,-1,12.2,5085,13.23,2013
ROXs_42_B_b,ROXs 42 B b,ROXs_42_B,157,0.58,90,-1,12.5,2860,1975,2013
RR_Cae_b,RR Cae b,RR_Cae,5.3,0,17.6,4343.5,13,1334.89,35.94,2012
Ross_128_b,Ross 128 b,Ross_128,0.0496,0.116,90,9.8658,1.11,1.4,301,2017
Ross_176_b,Ross 176 b,Ross_176,0.0464,0.25,89.42,5.00663,1.84,4.57,682,2025
Ross_458_c,Ross 458 c,Ross_458,1100,0,90,-1,14.0113,1906.98,4.32,2010
Ross_508_b,Ross 508 b,Ross_508,0.05366,0.33,90,10.77,1.83,4,293.86,2022
SPECULOOS_3_b,SPECULOOS-3 b,SPECULOOS_3,0.00733,0,89.44,0.719126,0.977,0.894,553,2024
SR_12_AB_c,SR 12 AB c,SR_12_AB,-1,0,90,-1,12.3,4131.62,-1,2010
SWEEPS_11_b,SWEEPS-11 b,SWEEPS_11,0.03,0,90,1.796,12.666,3082.82,-1,2006
SWEEPS_4_b,SWEEPS-4 b,SWEEPS_4,0.055,0,90,4.2,9.079,1207.7,-1,2006
TAP_26_b,TAP 26 b,TAP_26,0.0968,0,90,10.79,13.5,527.598,774.52,2017
TCP_J05074264_2447555_b,TCP J05074264+2447555 b,TCP_J05074264_2447555,0.94,0,90,-1,4.72,20,344.63,2018
TIC_117642575_b,TIC 117642575 b,TIC_117642575,-1,0,86.9056,4.94459,2.82716,8.38,-1,2026
TIC_139270665_b,TIC 139270665 b,TIC_139270665,0.163,0.105,89.76,23.624,7.22979,147.155,703,2024
TIC_139270665_c,TIC 139270665 c,TIC_139270665,2,0.566,90,1010,12.9,1554.18,200,2024
TIC_139702105_b,TIC 139702105 b,TIC_139702105,-1,0,88.8402,6.83602,2.45317,6.59,-1,2026
TIC_142589416_b,TIC 142589416 b,TIC_142589416,-1,0,86.706,2.09518,2.679,7.65,-1,2026
TIC_147027702_b,TIC 147027702 b,TIC_147027702,0.274,0.127,89.52,44.4052,10.9288,346.433,863,2026
TIC_150070085_b,TIC 150070085 b,TIC_150070085,-1,0,88.51,10.4742,3.62,12.8,945.06,2026
TIC_153919886_b,TIC 153919886 b,TIC_153919886,-1,0,87.5448,2.1051,2.70601,7.78,-1,2026
TIC_154870955_b,TIC 154870955 b,TIC_154870955,-1,0,88.185,7.96987,3.09467,9.77,-1,2026
TIC_160113658_b,TIC 160113658 b,TIC_160113658,-1,0,88.6116,6.72952,3.49016,12,-1,2026
TIC_161045582_b,TIC 161045582 b,TIC_161045582,-1,0,88.2923,8.85577,2.24567,5.67,-1,2026
TIC_172900988_b,TIC 172900988 b,TIC_172900988_Aa,0.90281,0.0271,91.79,200.452,11.25,942,361.24,2021
TIC_178172313_b,TIC 178172313 b,TIC_178172313,-1,0,86.8227,4.37318,2.80405,8.27,-1,2026
TIC_183374187_b,TIC 183374187 b,TIC_183374187,-1,0.506,90,5.05907,14.0336,177.984,1379,2026
TIC_188624430_b,TIC 188624430 b,TIC_188624430,-1,0,88.3593,6.2186,3.64812,12.9,-1,2026
TIC_18942729_b,TIC 18942729 b,TIC_18942729,-1,0,85.2341,0.998178,2.00021,4.66,-1,2026
TIC_198190129_b,TIC 198190129 b,TIC_198190129,-1,0,88.9679,7.94805,2.92285,8.87,-1,2026
TIC_206466666_b,TIC 206466666 b,TIC_206466666,-1,0,88.675,9.10487,2.14818,5.26,-1,2026
TIC_231949697_b,TIC 231949697 b,TIC_231949697,-1,0,80.0693,0.907204,1.52832,2.95,982.91,2026
TIC_237913194_b,TIC 237913194 b,TIC_237913194,0.1207,0.575,87,15.1689,12.5205,617.226,974,2020
TIC_241249530_b,TIC 241249530 b,TIC_241249530,0.641,0.9412,85.17,165.772,13.2939,1582.79,438.94,2024
TIC_245076932_b,TIC 245076932 b,TIC_245076932,0.157,0.428,89.77,21.6139,10.8727,162.092,845,2026
TIC_24750448_b,TIC 24750448 b,TIC_24750448,-1,0,87.6591,3.59159,2.43722,6.51,-1,2026
TIC_24750448_c,TIC 24750448 c,TIC_24750448,-1,0,88.4348,10.1439,3.09028,9.75,-1,2026
TIC_249022743_b,TIC 249022743 b,TIC_249022743,-1,0,86.42,2.2572,4.79568,20.6,-1,2026
TIC_257060897_b,TIC 257060897 b,TIC_257060897,0.04922,0.039,84.55,3.66004,17.2618,201.503,1775,2021
TIC_260969020_b,TIC 260969020 b,TIC_260969020,-1,0,88.7595,8.48585,2.22687,5.59,-1,2026
TIC_270471727_b,TIC 270471727 b,TIC_270471727,-1,0,88.8109,10.4562,2.7503,8,1147.1,2026
TIC_279401253_b,TIC 279401253 b,TIC_279401253,0.369,0.448,89.59,76.8,11.209,1951.47,486.37,2023
TIC_279401253_c,TIC 279401253 c,TIC_279401253,0.591,0.254,90,155.3,12.6,2548.98,384.31,2023
TIC_290487717_b,TIC 290487717 b,TIC_290487717,-1,0,84.3855,3.40082,6.63778,35.7,-1,2026
TIC_294329732_b,TIC 294329732 b,TIC_294329732,-1,0,88.3114,9.75659,2.07692,4.97,-1,2026
TIC_32032563_b,TIC 32032563 b,TIC_32032563,-1,0,88.9818,13.8346,3.4774,11.9,-1,2026
TIC_320419023_b,TIC 320419023 b,TIC_320419023,-1,0,87.5968,5.26376,2.77281,8.11,-1,2026
TIC_34085383_b,TIC 34085383 b,TIC_34085383,-1,0,87.2174,3.47793,3.91982,14.6,-1,2026
TIC_349520724_b,TIC 349520724 b,TIC_349520724,-1,0,88.6079,7.94045,2.82626,8.38,-1,2026
TIC_356227008_b,TIC 356227008 b,TIC_356227008,-1,0,86.8986,2.96147,2.39024,6.3,-1,2026
TIC_365102760_b,TIC 365102760 b,TIC_365102760,0.0622,0.406,90,4.21285,6.21,19.2,1676.12,2024
TIC_38825265_b,TIC 38825265 b,TIC_38825265,-1,0,86.6756,3.31337,2.18869,5.43,-1,2026
TIC_38828280_b,TIC 38828280 b,TIC_38828280,-1,0,87.4626,4.85559,2.62702,7.4,-1,2026
TIC_390586021_b,TIC 390586021 b,TIC_390586021,-1,0,88.0112,2.74704,2.86009,8.55,-1,2026
TIC_393818343_b,TIC 393818343 b,TIC_393818343,0.1291,0.6058,89.57,16.2492,12.1842,1379.38,805.5,2024
TIC_423703298_b,TIC 423703298 b,TIC_423703298,-1,0,88.3796,4.03713,2.7723,8.11,-1,2026
TIC_434398831_b,TIC 434398831 b,TIC_434398831,0.04641,0.04,88.2,3.6855,3.51,12.1,1250,2025
TIC_434398831_c,TIC 434398831 c,TIC_434398831,0.06572,0.013,87.79,6.21029,5.63,27,1050,2025
TIC_437041147_b,TIC 437041147 b,TIC_437041147,-1,0,87.3458,3.82301,2.21527,5.54,-1,2026
TIC_445839811_b,TIC 445839811 b,TIC_445839811,-1,0,88.6352,11.1086,2.47771,6.7,-1,2026
TIC_46432937_b,TIC 46432937 b,TIC_46432937,0.02065,0.009,84.35,1.44045,13.3163,1017.05,872,2024
TIC_4672985_b,TIC 4672985 b,TIC_4672985,0.33,0.018,90,69.048,11.5004,4049.13,517.2,2024
TIC_52059926_b,TIC 52059926 b,TIC_52059926,0.553,0.51,89.685,175.532,10.71,5380,229.6,2026
TIC_62895484_b,TIC 62895484 b,TIC_62895484,-1,0,86.9151,2.83985,3.49392,12,-1,2026
TIC_65612701_b,TIC 65612701 b,TIC_65612701,-1,0,88.2664,10.2247,5.07803,22.7,-1,2026
TIC_67686059_b,TIC 67686059 b,TIC_67686059,-1,0,88.3145,3.52164,2.59126,7.23,-1,2026
TIC_77319217_b,TIC 77319217 b,TIC_77319217,-1,0,87.654,7.54831,3.1088,9.85,-1,2026
TIC_77552382_b,TIC 77552382 b,TIC_77552382,-1,0,87.7935,3.51026,5.69176,27.5,1433.88,2026
TIC_86380416_b,TIC 86380416 b,TIC_86380416,-1,0,87.943,6.04086,2.41236,6.4,-1,2026
TIC_87422071_b,TIC 87422071 b,TIC_87422071,0.106,0.124,87.32,11.3649,10.8615,409.999,1110,2026
TIC_88692598_b,TIC 88692598 b,TIC_88692598,-1,0,88.1332,2.64909,1.81296,3.94,-1,2026
TIC_88785435_b,TIC 88785435 b,TIC_88785435,0.08432,0.131,88.97,10.5088,5.03,22.3,635,2025
TIC_9344899_b,TIC 9344899 b,TIC_9344899,0.0815,0.029,88.95,8.58216,9.16,6170,923,2026
TOI_1011_b,TOI-1011 b,TOI_1011,-1,0,90,2.4705,1.45,4.04,1364,2025
TOI_1036_b,TOI-1036 b,TOI_1036,-1,0,88.176,3.77952,6.285,32.5,1294,2026
TOI_1052_b,TOI-1052 b,TOI_1052,0.09103,0.18,87.53,9.1397,2.87,16.9,1135,2023
TOI_1052_c,TOI-1052 c,TOI_1052,0.2263,0.237,90,35.806,6.48,34.3,719,2023
TOI_1054_01,TOI-1054.01,TOI_1054,-1,0,90,15.5078,2.43432,6.5,853,2021
TOI_1062_b,TOI-1062 b,TOI_1062,0.052,0.177,85.913,4.11296,2.265,10.15,1077,2021
TOI_1062_c,TOI-1062 c,TOI_1062,0.08,0.14,90,7.972,3.1,9.78,859,2021
TOI_1064_b,TOI-1064 b,TOI_1064,0.06152,0.047,87.709,6.44387,2.587,13.5,784,2022
TOI_1064_c,TOI-1064 c,TOI_1064,0.09429,0.088,88.455,12.2266,2.651,2.5,634,2022
TOI_1075_b,TOI-1075 b,TOI_1075,0.01159,0,84.67,0.604733,1.791,9.95,1323,2022
TOI_1080_b,TOI-1080 b,TOI_1080,0.0272,0,89.26,3.96525,1.2,10.7,368,2026
TOI_1105_b,TOI-1105 b,TOI_1105,-1,0,88.9554,10.8682,3.05824,9.58,756.37,2026
TOI_1107_b,TOI-1107 b,TOI_1107,0.0561,0.025,88.63,4.07824,14.5717,1064.73,1728,2022
TOI_1117_b,TOI-1117 b,TOI_1117,0.033,0,88.2,2.22816,2.46,8.9,1538,2025
TOI_1117_c,TOI-1117 c,TOI_1117,0.0534,0,90,4.579,2.91,8.78,1210,2025
TOI_1117_d,TOI-1117 d,TOI_1117,0.0817,0,90,8.665,3.27,10.71,978,2025
TOI_1130_b,TOI-1130 b,TOI_1130,0.0453,0.052162,87.49,4.07455,3.66,19.8,825,2020
TOI_1130_c,TOI-1130 c,TOI_1130,0.0731,0.0398,87.61,8.35019,13,336,650,2020
TOI_1135_b,TOI-1135 b,TOI_1135,0.0815,0.062,89.3,8.02773,9.91995,58.7983,1171,2024
TOI_1136_b,TOI-1136 b,TOI_1136,0.05106,0.027,86.4,4.1727,1.9,3.5,1216,2022
TOI_1136_c,TOI-1136 c,TOI_1136,0.0669,0.11,88.8,6.2574,2.879,6.32,1062,2022
TOI_1136_d,TOI-1136 d,TOI_1136,0.1062,0.042,89.2,12.5199,4.627,8.35,843,2022
TOI_1136_e,TOI-1136 e,TOI_1136,0.14,0.0425,89.2,18.801,2.639,6.07,737,2022
TOI_1136_f,TOI-1136 f,TOI_1136,0.174,0.001,89.3,26.321,3.73591,9.7,658,2022
TOI_1136_g,TOI-1136 g,TOI_1136,0.229,0.04,89.5,39.545,2.53,5.6,574,2022
TOI_1173_b,TOI-1173 b,TOI_1173,0.071,0.037,87.228,7.0644,8.77663,28.2867,868,2024
TOI_1174_b,TOI-1174 b,TOI_1174,0.07994,0,90,8.95349,2.562,32,713.83,2024
TOI_1180_b,TOI-1180 b,TOI_1180,0.080799,0,89.2078,9.68676,3.072,10,638.18,2024
TOI_1181_b,TOI-1181 b,TOI_1181,0.0364,0.011,87,2.10319,17.0264,374.72,1942.12,2022
TOI_1184_b,TOI-1184 b,TOI_1184,0.056027,0,89.0094,5.74843,2.39,6.8,715.47,2024
TOI_1194_b,TOI-1194 b,TOI_1194,0.034,0,83.98,2.31064,8.71665,120,1264.29,2023
TOI_1199_b,TOI-1199 b,TOI_1199,0.04988,0.03,90,3.67146,10.514,75.961,1486,2024
TOI_1201_b,TOI-1201 b,TOI_1201,0.0287,0,88.11,2.49199,2.415,6.28,703,2021
TOI_1203_b,TOI-1203 b,TOI_1203,0.04869,0.067,84.29,4.15729,1.52,3.51,1361.2,2025
TOI_1203_01,TOI-1203.01,TOI_1203,0.1632,0.032,89.22,25.5027,2.918,7.39,743.6,2021
TOI_1203_c,TOI-1203 c,TOI_1203,-1,0.092,90,13.0766,2.2,5.46,-1,2025
TOI_1203_e,TOI-1203 e,TOI_1203,-1,0.152,90,204.59,7.31,42.1,-1,2025
TOI_122_b,TOI-122 b,TOI_122,0.0392,0,88.4,5.07803,2.72,7.85,471,2020
TOI_1221_b,TOI-1221 b,TOI_1221,0.387,0.21,89.75,91.6828,2.91,1112.4,440,2023
TOI_1224_b,TOI-1224 b,TOI_1224,0.0355,0,89.19,4.17827,2.104,5.08,541,2024
TOI_1224_c,TOI-1224 c,TOI_1224,-1,0,90,17.9455,2.884,8.67,303.12,2024
TOI_1226_b,TOI-1226 b,TOI_1226,-1,0,88.2034,3.92881,2.41011,6.39,1123.44,2026
TOI_1227_b,TOI-1227 b,TOI_1227,0.0886,0,88.571,27.364,9.57247,66.5,243.77,2022
TOI_1230_01,TOI-1230.01,TOI_1230,-1,0,90,25.0573,2.38628,6.29,1046.51,2021
TOI_1231_b,TOI-1231 b,TOI_1231,0.1288,0.087,89.73,24.2456,3.65,15.4,329.6,2021
TOI_1232_b,TOI-1232 b,TOI_1232,0.117,0.065,89.44,14.256,10.9288,220.573,785.71,2026
TOI_1232_c,TOI-1232 c,TOI_1232,0.194,0.027,87.99,30.356,8.88,58.4804,660.05,2026
TOI_1235_b,TOI-1235 b,TOI_1235,0.03845,0.049,88.9,3.44471,1.69,6.69,775,2020
TOI_1238_b,TOI-1238 b,TOI_1238,0.0139,0.25,86.51,0.764597,1.21,3.76,1133,2022
TOI_1238_c,TOI-1238 c,TOI_1238,0.037,0.15,88.38,3.29474,2.11,8.32,695,2022
TOI_1243_b,TOI-1243 b,TOI_1243,-1,0,88.24,4.65948,2.33,7.7,450,2026
TOI_1244_b,TOI-1244 b,TOI_1244,0.060694,0,88.7483,6.40032,2.467,6.6,714.86,2024
TOI_1246_b,TOI-1246 b,TOI_1246,0.049,0,87.9,4.30744,3.01,8.1,955,2022
TOI_1246_c,TOI-1246 c,TOI_1246,0.061,0,89.3,5.90414,2.4511,9.1,862.49,2022
TOI_1246_d,TOI-1246 d,TOI_1246,0.132,0,89.5,18.6549,3.4314,5.4,587.77,2022
TOI_1246_e,TOI-1246 e,TOI_1246,0.212,0,89.3,37.9255,3.51419,14.5,463.98,2022
TOI_1248_b,TOI-1248 b,TOI_1248,0.051,0,90,4.36016,6.80849,27.4,952.09,2024
TOI_1249_b,TOI-1249 b,TOI_1249,0.109,0,90,13.0792,3.27103,11.9,726.89,2024
TOI_125_b,TOI-125 b,TOI_125,0.05186,0.194,88.92,4.65382,2.726,9.5,1037,2019
TOI_125_c,TOI-125 c,TOI_125,0.0814,0.066,88.54,9.15059,2.759,6.63,827.8,2019
TOI_125_d,TOI-125 d,TOI_125,0.137,0.168,88.795,19.98,2.93,13.6,638.1,2020
TOI_1259_A_b,TOI-1259 A b,TOI_1259_A,0.0408,0,89.5,3.47798,11.6,141,963,2021
TOI_1260_b,TOI-1260 b,TOI_1260,0.0367,0,89.03,3.12746,2.41,8.56,871,2021
TOI_1260_c,TOI-1260 c,TOI_1260,0.0657,0,87.97,7.49313,2.76,13.2,651,2021
TOI_1260_d,TOI-1260 d,TOI_1260,0.1116,0,89.14,16.6082,3.12,11.84,499,2022
TOI_1266_b,TOI-1266 b,TOI_1266,0.073,0.039,89.13,10.8945,2.52,4.46,415,2020
TOI_1266_c,TOI-1266 c,TOI_1266,0.105,0.071,89.17,18.8027,1.98,3.17,346,2020
TOI_1266_d,TOI-1266 d,TOI_1266,0.1513,0.087,90,32.509,1.74,3.68,288,2025
TOI_1268_b,TOI-1268 b,TOI_1268,0.0711,0.105,88.63,8.15771,9.1,96.4,918.9,2022
TOI_1269_b,TOI-1269 b,TOI_1269,0.0496,0,90,4.25299,2.40144,6.4,1004.9,2024
TOI_1269_c,TOI-1269 c,TOI_1269,-1,0,88.746,9.23786,2.22999,5.6,757,2026
TOI_1272_b,TOI-1272 b,TOI_1272,0.041,0.345,86,3.31598,4.26,24.1,1051,2022
TOI_1273_b,TOI-1273 b,TOI_1273,0.0549,0.055,90,4.6313,11.0969,70.5579,1211,2024
TOI_1278_b,TOI-1278 b,TOI_1278,0.095,0.013,88.3,14.4757,12.2178,5879.83,407.87,2021
TOI_1279_b,TOI-1279 b,TOI_1279,0.085,0,90,9.61419,2.66147,10.6,759,2024
TOI_128_01,TOI-128.01,TOI_128,0.0538102,0,90,4.94047,2.21898,5.56,1344.51,2024
