---,Name,DistancePc,RaDeg,DecDeg,SpectralType,TeffK,RadiusSun,MassSun,Log10LumSun,PlanetCount
Kepler_390,Kepler-390,435.277,291.629,41.2088,,5166,0.776,0.787,-0.352,2
Kepler_542,Kepler-542,436.016,292.215,38.5485,,5526,0.9,0.93,-0.12185,1
WASP_147,WASP-147,436.098,359.192,-22.1532,G4,5702,1.429,1.044,0.28685,1
HATS_77,HATS-77,436.176,149.824,-27.3928,,4071,0.6428,0.655,-0.99183,1
EPIC_201841433,EPIC 201841433,436.488,175.207,6.13481,,5053,0.628461,0.802,-0.63455,1
Kepler_1246,Kepler-1246,436.505,287.657,48.9822,,4611,0.69,0.73,-0.7266,1
TOI_2346,TOI-2346,437.484,88.0929,-13.3725,,6480,1.38,1.271,0.48144,1
WASP_181,WASP-181,437.495,26.7932,3.13293,G2,5839,0.965,1.04,0.04879,1
Kepler_1816,Kepler-1816,437.823,296.851,50.6988,,5051,0.706,0.786,-0.53145,1
NGTS_33,NGTS-33,437.855,107.833,-35.8505,,7437,1.47,1.6,0.77159,1
Kepler_28,Kepler-28,438.359,292.137,42.4295,M0 V,4499.3,0.664,0.684,-0.74494,2
Kepler_1769,Kepler-1769,438.412,294.743,43.4612,,6071,1.295,1.061,0.21523,1
Kepler_1860,Kepler-1860,438.703,294.351,50.081,,5420,0.868,0.874,-0.18091,1
TOI_2524,TOI-2524,438.842,160.887,-1.9127,,5831,1.119,1.007,0.11628,1
Kepler_537,Kepler-537,439.4,289.881,51.277,,5763,0.99,1.07,-0.03874,1
TOI_7041,TOI-7041,439.52,357.802,-50.8699,,4700,4.1,1.07,0.88081,1
Kepler_329,Kepler-329,439.719,299.268,45.2273,,4257,0.523,0.602,-0.97062,2
HAT_P_51,HAT-P-51,440.089,21.0651,32.8107,G7,5453,0.995,0.961,-0.10237,1
Kepler_801,Kepler-801,440.426,286.075,44.6646,,4435,0.63,0.67,-0.79815,1
Kepler_1996,Kepler-1996,440.561,285.254,46.5822,,4580,0.675,0.748,-0.65721,2
Kepler_152,Kepler-152,441.09,286.865,41.989,,5088,0.724,0.779,-0.46488,2
BD_49_828,BD+49 828,442.042,45.6406,49.7299,K0,4943,7.6,1.52,1.47,1
K2_371,K2-371,442.813,128.067,11.6307,,4925,0.736,0.958,-0.51657,1
Kepler_453,Kepler-453,442.846,283.241,46.3785,,5527,0.833,0.944,-0.2205,1
Kepler_468,Kepler-468,442.871,288.902,49.3704,,5498,0.87,0.96,-0.28606,1
Kepler_278,Kepler-278,443.03,290.107,38.7023,K2 III-IV,4965,2.861,1.227,0.64933,2
Kepler_777,Kepler-777,443.106,282.724,44.3465,,4043,0.56,0.58,-0.96766,1
Kepler_1882,Kepler-1882,443.371,290.664,43.4998,,5691,1.458,1.068,0.23674,1
Kepler_156,Kepler-156,443.483,290.296,37.7494,,5094,0.807,0.864,-0.43985,2
Kepler_106,Kepler-106,444.322,300.864,44.3375,,5858,1.04,1,0.08255,4
KELT_16,KELT-16,444.586,314.269,31.661,F7 V,6236,1.36,1.211,0.4014,1
Kepler_95,Kepler-95,445.656,284.482,44.3979,,5699,1.41,1.08,0.28105,1
HATS_44,HATS-44,446.035,84.3268,-27.9726,,5080,0.847,0.86,-0.39794,1
NGTS_12,NGTS-12,446.442,176.25,-35.6406,G,5690,1.589,1.021,0.33843,1
K2_188,K2-188,446.821,129.814,23.3574,,5977,1.19,1.06,0.21087,2
Kepler_782,Kepler-782,446.844,288.868,47.7595,,5867,1.01,0.98,0.10995,1
Kepler_1037,Kepler-1037,446.914,296.341,47.1709,,5105,0.78,0.82,-0.44752,1
WASP_124,WASP-124,448.637,332.714,-30.7497,F9,6050,1.02,1.07,0.14934,1
Kepler_1423,Kepler-1423,449,288.244,41.1101,,4939,0.75,0.79,-0.52,1
K2_46,K2-46,449.237,174.266,-0.90721,,6256,1.29,0.96,0.41312,1
Kepler_1955,Kepler-1955,449.351,299.535,40.4778,,5825,1.291,1.049,0.22965,1
Kepler_958,Kepler-958,449.773,287.257,46.0667,,5421,0.86,0.91,-0.28165,1
Kepler_744,Kepler-744,449.964,296.496,47.1828,,5594,0.93,0.94,-0.22215,1
Kepler_746,Kepler-746,450,290.682,37.3552,,5418,0.93,0.91,-0.172,1
Kepler_1838,Kepler-1838,451.242,298.992,40.1423,,5877,1.963,1.187,0.53674,1
Kepler_196,Kepler-196,451.312,284.969,42.0791,,5128,0.782,0.839,-0.39257,3
EPIC_206042996,EPIC 206042996,451.769,337.514,-13.6101,,4114,0.5,0.565,-0.97996,2
Kepler_646,Kepler-646,451.794,290.471,44.387,,5634,0.91,0.93,-0.25878,1
WASP_151,WASP-151,453.099,349.063,0.30669,G1,5871,1.181,1.081,0.14485,1
K2_349,K2-349,453.567,199.1,-14.4447,,4385,0.49,0.54,-0.36582,1
Kepler_1388,Kepler-1388,453.795,283.336,47.1744,,4098,0.61,0.63,-1.1068,4
HATS_46,HATS-46,453.808,6.70264,-56.3161,,5451,0.894,0.869,-0.1986,1
WASP_48,WASP-48,454.144,291.162,55.473,,5920,1.58,0.88,0.58013,1
BD_37_3172,BD+37 3172,454.251,278.816,38.1154,,4500,50.24,3.75,2.84,1
Kepler_964,Kepler-964,454.626,295.3,40.5566,,5427,0.84,0.93,-0.306,1
Kepler_323,Kepler-323,454.883,291.382,38.1275,,6004,1.12,1.015,0.15091,2
KIC_5479689,KIC 5479689,454.95,299.325,40.6381,,5459.1,0.894,0.966,-0.20099,1
HAT_P_9,HAT-P-9,455.203,110.169,37.1406,F7,6350,1.338,1.281,0.4183,1
Kepler_514,Kepler-514,455.336,286.247,50.2424,,6106,1.44,1.28,0.35265,1
Kepler_1387,Kepler-1387,455.358,292.44,43.2093,,5046,0.77,0.82,-0.56045,1
Kepler_1459,Kepler-1459,455.479,282.423,46.014,,4828,0.74,0.78,-0.52327,1
TOI_4377,TOI-4377,455.82,164.932,-82.2214,,4974,3.52,1.36,0.82217,1
Kepler_450,Kepler-450,455.982,295.487,51.0135,,6197.21,1.64162,1.19,0.55403,3
K2_245,K2-245,456.064,185.182,-1.59091,,5793,1.25,0.83,0.1719,1
K2_390,K2-390,456.122,355.702,-9.58871,G4,5558,0.966,0.789,-0.09926,1
K2_49,K2-49,457.125,177.32,3.47552,,4175,0.45,0.51,-0.77386,1
TIC_147027702,TIC 147027702,457.186,161.773,-43.9318,,6410,2.136,1.406,0.83251,1
Kepler_530,Kepler-530,457.709,283.34,48.5491,,5697,0.89,0.97,-0.13247,1
K2_281,K2-281,458.139,16.2275,7.26922,,4812,0.76,0.82,-0.64686,1
Kepler_1481,Kepler-1481,459.076,289.439,49.7312,,4908,0.75,0.8,-0.58658,1
Kepler_105,Kepler-105,459.223,287.887,46.2761,,5933,1.026,0.991,0.09657,2
Kepler_1185,Kepler-1185,459.273,287.241,39.3327,,5622,0.87,0.96,0.28187,1
Kepler_153,Kepler-153,459.368,282.461,48.257,,5404,0.892,0.756,-0.4463,2
Kepler_1223,Kepler-1223,459.957,285.296,44.5528,,4870,0.75,0.8,-0.54142,1
Kepler_984,Kepler-984,460.188,296.959,46.3941,,5610,0.93,0.96,-0.10846,1
Kepler_1957,Kepler-1957,460.899,293.711,47.8874,,4904,0.772,0.745,-0.60069,1
Kepler_1576,Kepler-1576,460.91,289.074,40.366,,5876,1.06,1.05,-0.06329,1
TOI_2842,TOI-2842,460.995,108.044,-10.6393,,5910,1.265,1.135,0.24551,1
Kepler_536,Kepler-536,462.322,297.736,49.6371,,5524,0.89,0.92,-0.21446,1
K2_372,K2-372,463.88,130.799,13.0094,,5479,0.922,0.847,-0.12154,1
TYC_4282_00605_1,TYC 4282-00605-1,464.128,343.872,62.2392,,4300,16.21,0.97,1.91,1
HAT_P_40,HAT-P-40,464.469,335.513,45.4573,,6080,1.94,1.03,0.778,1
TOI_3664,TOI-3664,464.748,35.3085,59.7119,,5593,1.11,0.98,0.07566,1
Kepler_1323,Kepler-1323,465.417,292.872,46.0987,,6169,1.4,1.18,0.29462,1
Kepler_932,Kepler-932,465.612,296.952,43.272,,5331,0.84,0.87,-0.32176,1
Kepler_1366,Kepler-1366,465.826,285.065,41.5548,,4070,0.6,0.62,-0.99602,1
TOI_3912,TOI-3912,465.992,215.801,24.0766,,5725,1.392,1.088,0.27323,1
Kepler_1579,Kepler-1579,466,293.288,43.5149,,4584,0.7,0.75,-0.94024,1
Kepler_1086,Kepler-1086,466.084,295.251,45.843,,4350,0.66,0.7,-0.85997,2
Kepler_467,Kepler-467,466.265,287.363,38.6497,,5809,1.37,1.05,0.32254,1
WASP_90,WASP-90,466.433,315.532,7.05628,F6,6430,1.98,1.55,0.63014,1
Kepler_1566,Kepler-1566,466.586,283.588,40.5749,,5254,0.81,0.84,-0.43675,1
Kepler_185,Kepler-185,466.735,282.468,43.8899,,5208,0.806,0.763,-0.50448,2
TOI_7169,TOI-7169,467.151,351.055,36.8176,G,5714,1.5,0.885,0.34183,1
Kepler_833,Kepler-833,467.37,290.48,45.6006,,4339,0.62,0.64,-0.79309,1
Kepler_512,Kepler-512,467.375,298.269,48.9167,,5997,1.3,1.17,0.21625,1
Kepler_997,Kepler-997,467.568,289.233,49.9389,,6150,1.56,1.22,0.49569,1
Kepler_283,Kepler-283,468.094,293.614,47.8389,,4351,0.566,0.596,-0.98297,2
Kepler_513,Kepler-513,468.258,285.042,50.0754,,5849,1.06,1.02,0.07874,1
Kepler_1947,Kepler-1947,468.771,296.104,42.3426,,6040,1.686,0.984,0.11057,1
Kepler_383,Kepler-383,470,291.343,38.3632,,4710,0.672,0.669,-0.698,2
KELT_21,KELT-21,470.878,304.8,32.581,A8 V,7598,1.638,1.458,0.90472,1
HATS_25,HATS-25,471.158,207.908,-23.7812,G,5715,1.107,0.994,0.06819,1
Kepler_935,Kepler-935,471.782,295.022,46.6192,,4830,0.73,0.78,-0.63887,1
Kepler_109,Kepler-109,474.861,290.393,40.2849,,5950,1.387,1.094,0.34654,2
Kepler_1318,Kepler-1318,475.248,290.376,41.1508,,4598,0.7,0.73,-0.72991,1
K2_114,K2-114,475.758,127.883,11.9223,,4899,0.832,0.863,-0.4437,1
K2_44,K2-44,476.703,174.012,-2.52093,,5912,1.58,1.15,0.42968,1
Kepler_884,Kepler-884,476.733,292.584,49.9232,,5715,0.94,1,-0.31335,1
WASP_194,WASP-194,476.831,295.388,56.2178,,6405,1.409,1.29,0.48157,1
K2_166,K2-166,476.882,185.188,2.28238,,5960,1.61,1.073,0.45848,2
TOI_5322,TOI-5322,476.899,6.52934,14.3364,,5692,1.462,0.998,0.3075,1
Kepler_1341,Kepler-1341,476.957,280.512,44.1594,,4662,0.72,0.79,-0.63776,1
KOI_94,KOI-94,477.052,297.333,41.8911,,6182,1.52,1.277,0.479,4
K2_108,K2-108,477.295,123.382,16.4195,,5599,1.76,1.17,0.40539,1
TYC_3667_1280_1,TYC 3667-1280-1,477.516,12.8876,58.4261,,5130,6.26,1.87,1.38,1
Kepler_92,Kepler-92,477.992,289.086,41.563,,5883,1.7,1.21,0.55818,3
Kepler_1163,Kepler-1163,478.647,290.236,50.0301,,6302,1.35,1.22,0.39636,1
TOI_4487_A,TOI-4487 A,479.145,306.422,45.971,,6206,1.634,1.378,0.55267,1
Kepler_1959,Kepler-1959,479.263,296.022,44.7327,,5071,0.811,0.768,-0.47365,1
TOI_5181_A,TOI-5181 A,480.155,280.677,21.6998,,6060,1.53,1.25,0.45788,1
K2_358,K2-358,480.307,133.808,18.9497,,5650,0.91,0.93,-0.16134,1
Kepler_1315,Kepler-1315,480.869,295.822,46.0531,,4861,0.75,0.8,-0.62783,2
Kepler_1324,Kepler-1324,481.667,291.185,40.3112,,4776,0.73,0.78,-0.67302,1
Kepler_1121,Kepler-1121,482.047,297.787,47.8862,,6231,1.59,1.29,0.47495,1
Kepler_1040,Kepler-1040,482.119,283.114,48.1313,,5694,0.96,0.98,-0.04375,1
Kepler_1178,Kepler-1178,482.287,288.456,45.8022,,4990,0.75,0.8,-0.27723,1
WASP_197,WASP-197,483.675,160.631,28.1986,,6050,2.112,1.36,0.77067,1
Kepler_1966,Kepler-1966,484.601,292.464,41.299,,5009,0.84,0.797,-0.56655,1
WASP_195,WASP-195,484.852,247.55,49.8958,,6300,1.578,1.3,0.5414,1
Kepler_898,Kepler-898,484.891,286.585,46.8709,,4223,0.62,0.65,-0.87506,1
TOI_3071,TOI-3071,485.219,173.279,-56.5034,,6177,1.31,1.29,0.41667,1
Kepler_786,Kepler-786,485.318,293.744,38.9392,,4838,0.74,0.81,-0.58348,1
Kepler_215,Kepler-215,485.997,294.974,45.2137,,5739,1.027,0.788,-0.1172,4
Kepler_949,Kepler-949,486.105,298.608,46.4537,,5403,0.86,0.89,-0.44164,2
Kepler_1832,Kepler-1832,486.174,299.852,43.7321,,5242,0.722,0.684,-0.33658,1
HATS_60,HATS-60,486.474,341.364,-14.9918,,5688,1.46,1.097,0.30016,1
Kepler_431,Kepler-431,486.546,281.112,43.2278,,6004,1.092,1.071,0.49839,3
TOI_3980,TOI-3980,486.721,12.8419,59.5759,,5840,1.626,1.24,0.44248,1
Kepler_1197,Kepler-1197,486.94,291.669,42.5907,,4708,0.72,0.78,-0.66629,1
Kepler_900,Kepler-900,487.525,296.177,46.999,,4836,0.73,0.78,-0.6084,1
Kepler_326,Kepler-326,487.675,294.326,46.0023,,5105,0.801,0.91,-0.15657,3
Kepler_4,Kepler-4,487.916,285.615,50.1358,,5857,1.487,1.223,0.354,1
K2_276,K2-276,488.152,125.953,22.6339,,5139,0.85,0.82,-0.40538,1
WASP_61,WASP-61,488.66,75.2997,-26.0541,,6250,1.55,1.82,0.42541,1
Kepler_318,Kepler-318,489.141,298.483,46.7936,,5746,1.189,1.073,0.00394,2
Kepler_742,Kepler-742,489.253,283.866,46.7897,,4642,0.71,0.76,-0.69172,1
K2_350,K2-350,489.368,204.036,-14.0093,,5789,1.04,0.98,-0.01175,2
Kepler_1036,Kepler-1036,489.435,295.182,49.9458,,5533,0.89,0.95,-0.20151,1
Kepler_1530,Kepler-1530,489.876,288.162,48.1652,,5477,0.88,0.92,-0.31086,3
Kepler_931,Kepler-931,490,297.133,42.7683,,5241,0.81,0.86,-0.35,1
Kepler_1050,Kepler-1050,490.488,282.925,48.6264,,6010,1.13,1.09,0.05871,2
TYC_3318_01333_1,TYC 3318-01333-1,490.61,45.5826,49.7441,,4776,5.9,1.19,1.21,1
K2_87,K2-87,491.242,66.2364,18.8274,,5747,1.401,1.164,-0.09769,1
Kepler_1136,Kepler-1136,491.406,284.108,44.2458,,4512,0.68,0.72,-0.85345,1
K2_60,K2-60,491.87,338.606,-13.7318,G4 V,5500,1.12,0.97,0.28233,1
Kepler_989,Kepler-989,491.978,281.583,47.2335,,5074,0.78,0.82,-0.42689,1
Kepler_1058,Kepler-1058,491.997,294.596,45.8751,,4644,0.69,0.73,-0.31631,1
Kepler_795,Kepler-795,492.122,291.019,38.5456,,5631,0.96,0.94,-0.02178,1
K2_177,K2-177,492.167,55.2296,20.7361,,6063,1.21357,1.21053,0.34158,1
Kepler_1963,Kepler-1963,492.847,296.588,47.2071,,5726,0.979,0.915,-0.2592,1
TOI_4773,TOI-4773,492.888,114.943,-21.4856,,6740,1.55,1.452,0.64836,1
Kepler_1395,Kepler-1395,492.894,292.337,47.6642,,6138,1.23,1.17,0.27693,1
Kepler_1581,Kepler-1581,493.175,287.371,39.6036,,6022,1.23,1.12,0.39085,1
HATS_65,HATS-65,493.32,292.94,-26.7402,,6277,1.31,1.257,0.37658,1
TOI_3877,TOI-3877,493.77,170.454,33.9914,,5731,1.445,1.16,0.3075,1
K2_15,K2-15,493.992,178.111,4.25466,G8,5131,0.68,0.72,-0.45314,1
HATS_24,HATS-24,494.182,268.891,-61.7474,F V,6125,1.12,1.07,0.19,1
TOI_2803_A,TOI-2803 A,494.818,93.1147,-23.4925,,6280,1.245,1.118,0.33646,1
Kepler_103,Kepler-103,494.832,288.985,40.0645,G2,6047,1.492,1.212,0.42431,2
Kepler_1505,Kepler-1505,495.148,292.002,41.787,,5686,0.86,0.93,0.14944,1
Kepler_1139,Kepler-1139,495.156,287.946,39.2305,,5550,0.91,0.94,-0.30419,1
K2_45,K2-45,495.317,169.633,-1.77406,,4103,0.445,0.503,-0.73994,1
Kepler_198,Kepler-198,495.358,290.673,38.691,,5636,0.93,0.97,-0.1089,3
K2_282,K2-282,496.289,13.4322,7.99529,,5499,1,0.94,-0.21463,2
Kepler_1389,Kepler-1389,497.093,285.717,44.7583,,5078,0.74,0.81,-0.53422,1
NGTS_31,NGTS-31,497.376,80.4213,-38.6568,,5710,1.7,0.96,0.443,1
HD_13189,HD 13189,497.823,32.4174,32.3165,K2,4175,38.41,2.24,2.63638,1
Kepler_1418,Kepler-1418,499,282.998,41.6786,,4770,0.72,0.77,-0.616,1
K2_64,K2-64,499.891,332.414,-11.4287,,5312,0.726,0.741,-0.23421,1
WASP_66,WASP-66,500.258,158.225,-34.9899,,6600,1.76,1.33,0.63724,1
Kepler_1834,Kepler-1834,500.395,294.665,39.7838,,4821,0.788,0.765,-0.57662,2
K2_355,K2-355,500.497,124.643,13.5028,,5790,0.92,0.96,-0.11465,1
Kepler_1480,Kepler-1480,500.892,292,49.3018,,5156,0.81,0.85,-0.44868,1
Kepler_1766,Kepler-1766,501.229,294.277,46.6752,,5868,1.042,0.915,0.17488,1
Kepler_324,Kepler-324,501.574,286.471,49.6491,,5194,0.84,0.901,-0.30825,4
Kepler_1560,Kepler-1560,502.497,292.785,43.216,,5815,1.02,1.02,-0.03447,1
Kepler_319,Kepler-319,503.436,288.812,39.7706,,5526,0.903,0.933,-0.18116,3
Kepler_787,Kepler-787,503.568,291.692,38.5729,,4248,0.62,0.65,-0.89537,1
Kepler_882,Kepler-882,504.605,294.65,43.3356,,5476,0.87,0.9,-0.27313,1
Kepler_572,Kepler-572,504.667,291.221,50.5813,,5212,0.79,0.83,-0.43426,1
TOI_2567,TOI-2567,504.775,288.466,66.3479,,5611,1.686,1.13,0.40483,1
PSR_B0329_54,PSR B0329+54,504.933,53.2473,54.5792,,5772,1,1.44,0,1
TCP_J05074264_2447555,TCP J05074264+2447555,505,76.928,24.799,,5805,1.42487,0.586,0.31745,1
TOI_4458,TOI-4458,505.432,252.126,74.7638,,6151,1.96,1.47,0.72754,1
Kepler_1209,Kepler-1209,505.531,287.585,49.1547,,6210,1.38,1.23,0.34256,1
TIC_257060897,TIC 257060897,505.703,227.532,72.7103,F,5993,1.863,1.187,0.60531,1
Kepler_1450,Kepler-1450,505.829,294.554,45.0813,,4524,0.68,0.71,-0.7677,1
Kepler_1445,Kepler-1445,506.357,280.25,43.9151,,6150,1.26,1.13,0.33963,1
Kepler_1378,Kepler-1378,506.434,297.373,40.3664,,4407,0.67,0.7,-0.90346,1
HAT_P_35,HAT-P-35,506.965,123.251,4.78703,,6096,1.435,1.236,0.38307,1
TIC_32032563,TIC 32032563,507.858,56.0905,-68.8581,,5567.93,1.00188,1.05,0.01512,1
K2_391,K2-391,507.94,356.226,-7.70152,G7,5543,0.566,0.757,0.39142,1
Kepler_1929,Kepler-1929,508.201,299.583,47.4481,,5786,1.471,1.006,0.5928,1
TOI_2373,TOI-2373,508.686,61.6862,-16.7558,,5651,1.102,1.041,0.05115,1
Kepler_928,Kepler-928,508.809,289.921,41.5428,,4700,0.7,0.73,-0.71877,1
HATS_34,HATS-34,508.842,0.774487,-62.4693,,5456,0.9381,0.952,-0.15366,1
WASP_192,WASP-192,508.885,223.659,-38.7445,G0 V,5910,1.32,1.09,0.28203,1
Kepler_651,Kepler-651,509.408,287.333,46.2034,,5522,0.87,0.92,-0.25322,1
Kepler_1577,Kepler-1577,510.029,292.955,47.573,,4862,0.74,0.78,-0.60727,1
Kepler_121,Kepler-121,510.523,286.162,39.678,,5311,0.701,0.859,-0.47396,2
HAT_P_55,HAT-P-55,511.388,264.274,25.7311,,5804,1.105,1.028,0.09656,1
Kepler_241,Kepler-241,512,292.913,41.061,,4699,0.668,0.671,-0.60729,2
HATS_14,HATS-14,513.011,313.215,-25.6874,,5346,0.933,0.967,-0.17274,1
Kepler_847,Kepler-847,513.103,283.505,49.4509,,4940,0.77,0.83,-0.5065,1
Kepler_1840,Kepler-1840,513.107,298.595,41.436,,4898,0.803,0.774,-0.58706,1
Kepler_112,Kepler-112,513.206,296.981,43.2097,,5544,0.841,0.782,-0.08612,2
Kepler_1694,Kepler-1694,513.329,293.794,40.241,,4954,0.756284,0.82,-0.50811,1
Kepler_1988,Kepler-1988,513.426,298.674,43.7955,,6033,1.788,1.127,0.582,1
Kepler_649,Kepler-649,513.748,285.656,45.0795,,5871,0.94,0.97,-0.0439,1
K2_66,K2-66,513.877,331.527,-10.7115,,5887,1.67,1.11,0.50621,1
Kepler_1253,Kepler-1253,514.524,283.885,47.6372,,5850,1.1,0.97,0.34479,1
HATS_35,HATS-35,514.555,296.688,-63.5656,,6300,1.433,1.317,0.46538,1
Kepler_1371,Kepler-1371,515.334,288.831,47.552,,5361,0.83,0.87,-0.19829,2
Kepler_1228,Kepler-1228,515.453,296.553,46.9662,,5063,0.74,0.78,-0.5546,1
HAT_P_50,HAT-P-50,515.458,118.063,12.1393,F5,6280,1.698,1.273,0.60314,1
HAT_P_58,HAT-P-58,515.59,68.8465,56.8683,,6078,1.53,1.031,0.45637,1
TOI_1994,TOI-1994,515.603,147.175,-51.7566,,7700,2.3,1.86,1.22272,1
NN_Ser,NN Ser,515.818,238.234,12.9121,WD,57000,1,0.535,0,2
TrES_4,TrES-4,515.98,268.304,37.2117,F8 V,6200,1.66,1.08,0.72552,1
TOI_3976_A,TOI-3976 A,516.087,224.356,44.2743,,5975,1.501,1.254,0.41296,1
Kepler_783,Kepler-783,516.09,291.063,47.4848,,5521,0.89,0.93,-0.23092,2
WASP_141,WASP-141,516.543,71.8244,-17.1152,F9,5900,1.37,1.25,0.31468,1
Kepler_1537,Kepler-1537,517.292,294.385,43.8254,,5079,0.77,0.81,-0.42348,1
K2_63,K2-63,517.534,333.427,-12.0663,,6771,1.63,1.4,0.21948,2
K2_357,K2-357,517.687,131.939,16.3289,,5794,1,0.98,-0.06563,1
Kepler_298,Kepler-298,518.204,283.04,48.8253,,4465,0.582,0.66,-0.73284,3
K2_98,K2-98,518.625,126.488,11.5111,F8 V,6260,1.518,1.246,0.50379,1
KOI_13,KOI-13,519.096,286.971,46.8682,,7650,1.74,1.72,0.971,1
Kepler_607,Kepler-607,519.122,291.057,44.6323,,5244,0.888,0.808,-0.38192,2
K2_99,K2-99,519.229,208.774,-5.44249,G0 IV,6069,2.55,1.44,0.89927,2
HD_238914,HD 238914,519.452,279.584,59.2539,K7,4769,12.73,1.47,1.85,1
Kepler_199,Kepler-199,521.054,295.559,40.2362,,5644,0.967,0.96,-0.09685,2
NGTS_25,NGTS-25,521.233,307.418,-39.0324,K0 V,5321,0.86,0.91,-0.29158,1
K2_249,K2-249,521.716,183.367,-8.99523,,6504,1.57,1.32,0.33627,1
Kepler_1965,Kepler-1965,521.791,292.515,38.022,,5852,0.837,0.928,-0.07602,1
Kepler_1715,Kepler-1715,522.605,293.93,41.6029,,6212,1.209,1.082,0.41691,1
Kepler_1169,Kepler-1169,522.823,294.912,46.4915,,6191,1.23,1.24,0.26202,1
K2_402,K2-402,523.055,161.452,6.41932,G2,5716,1.28,0.944,0.2095,1
HATS_62,HATS-62,523.067,312.449,-24.3035,,5416,0.933,0.896,-0.17328,1
WASP_114,WASP-114,523.337,327.666,10.4629,G0,5940,1.43,1.289,0.33294,1
WASP_88,WASP-88,523.756,309.511,-48.4621,F6,6430,1.8,0.94,0.72351,1
Kepler_577,Kepler-577,524.247,294.712,39.0737,,4984,0.73,0.78,-0.555,1
WASP_158,WASP-158,524.993,4.14635,-10.9764,F6 V,6350,1.39,1.38,0.48338,1
Kepler_107,Kepler-107,525.997,297.028,48.2086,,5854,1.447,1.238,0.36449,4
Kepler_176,Kepler-176,527.321,294.668,43.8532,,5232,0.891,0.86,-0.40427,4
TOI_2981,TOI-2981,527.789,163.487,-25.5246,,5940,1.08,1.03,0.11594,1
Kepler_36,Kepler-36,527.956,291.25,49.2318,,5979,1.634,1.034,0.51005,2
Kepler_614,Kepler-614,527.995,298.385,46.276,,5268,0.81,0.85,-0.41844,1
WASP_150,WASP-150,527.995,264.263,53.0213,F8,6218,1.651,1.394,0.55826,1
Kepler_1332,Kepler-1332,528.685,291.029,43.9137,,5581,0.9,0.95,-0.13733,1
HAT_P_43,HAT-P-43,528.825,128.926,10.2066,F9,5693,1.08,1.03,0.05986,1
Kepler_905,Kepler-905,529.268,290.051,46.7134,,5461,0.86,0.95,-0.21507,1
Kepler_1890,Kepler-1890,529.596,292.578,40.6679,,6046,1.396,1.024,0.26655,1
Kepler_466,Kepler-466,530.122,295.649,48.4955,,5927,1.05,1.04,-0.06719,2
Kepler_415,Kepler-415,530.487,293.805,38.6391,,4362,0.643,0.67,-0.80504,2
Kepler_1104,Kepler-1104,530.658,294.469,49.331,,6417,1.41,1.3,0.51439,1
Kepler_579,Kepler-579,530.765,295.002,39.9529,,5636,0.96,0.99,-0.31094,1
Kepler_550,Kepler-550,531.944,297.7,47.8637,,5322,0.83,0.87,-0.38383,1
TIC_9344899,TIC 9344899,532.228,72.7939,-8.44732,G3 V,5800,1.06,0.98,0.03342,1
TOI_5340,TOI-5340,532.629,59.3095,22.3783,,5990,1.842,1.35,0.5955,1
Kepler_842,Kepler-842,532.726,292.329,49.6535,,4848,0.73,0.78,-0.61238,1
Kepler_1992,Kepler-1992,532.955,295.09,45.0811,,5383,0.842,0.874,-0.00858,1
Kepler_661,Kepler-661,534.788,283.711,47.8632,,4483,0.67,0.7,-0.81411,1
HATS_10,HATS-10,534.889,294.307,-22.2045,,5880,1.105,1.101,0.117,1
Kepler_1408,Kepler-1408,535.048,282.7,45.4258,,6170,1.35,1.21,0.57889,1
HATS_28,HATS-28,535.383,284.4,-49.1385,G,5498,0.922,0.929,-0.15739,1
WASP_102,WASP-102,535.689,336.464,15.8566,,5990,1.375,1.08,0.35701,1
TOI_2337,TOI-2337,536.046,290.62,60.8539,,4780,3.22,1.325,0.689,1
Kepler_922,Kepler-922,536.323,284.732,49.5331,,5671,0.93,0.95,-0.13328,1
HD_4760,HD 4760,537.873,12.4162,6.40714,K2,4076,42.4,1.05,2.93,1
K2_238,K2-238,537.963,347.704,-7.85756,G2 V,5630,1.59,1.19,0.36,1
WASP_172,WASP-172,538.11,199.434,-47.2376,F1 V,6900,1.91,1.49,0.93444,1
Kepler_1276,Kepler-1276,538.481,287.857,40.5472,,6188,1.21,1.14,0.2204,1
Kepler_1743,Kepler-1743,538.807,290.552,48.1263,,5855,1.613,1.266,0.59938,1
Kepler_1515,Kepler-1515,539.321,290.974,48.1782,,6511,1.41,1.3,0.56587,1
WASP_175,WASP-175,539.36,166.319,-34.1227,F7,6229,1.204,1.212,0.78882,1
Kepler_895,Kepler-895,540.134,289.291,51.409,,4315,0.61,0.65,-0.85369,1
Kepler_1235,Kepler-1235,540.604,284.903,43.9541,,5541,0.9,0.93,-0.15625,1
K2_230,K2-230,540.773,191.363,-6.57605,,5945,1.39,1.11,0.31741,1
Kepler_1604,Kepler-1604,541.189,285.411,44.4122,,4976,0.76,0.81,-0.52707,1
Kepler_578,Kepler-578,541.432,288.755,39.5637,,5334,0.83,0.87,-0.3369,1
Kepler_1363,Kepler-1363,541.714,296.996,49.2563,,4839,0.72,0.76,-0.62622,1
TOI_2992,TOI-2992,542.026,164.317,-32.3224,,6000,1.545,1.21,0.4456,1
WASP_190,WASP-190,542.251,7.70953,-40.5735,F6 IV-V,6400,1.6,1.35,0.69146,1
TOI_4794,TOI-4794,543.008,110.484,-12.5655,,6390,1.451,1.25,0.49969,1
